ID,code,parameter,analyzed_material_1,analyzed_material_2,sample_preparation,chemical_treatment,technique,laboratory,analyst,number_of_replicates,instrument,date,comment,detection_limit,detection_limit_unit,total_procedural_blank_value,total_procedural_unit
weisler1994ab_mno,weisler1994a_B,MnO,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,ED-XRF,University of California-Berkeley,"Weisler, Marshall",,Spectrace 440,1992.0,,,,,
weisler1994ab_ni,weisler1994a_B,Ni,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,ED-XRF,University of California-Berkeley,"Weisler, Marshall",,Spectrace 440,1992.0,,,,,
weisler1994ab_cu,weisler1994a_B,Cu,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,ED-XRF,University of California-Berkeley,"Weisler, Marshall",,Spectrace 440,1992.0,,,,,
weisler1994ab_zn,weisler1994a_B,Zn,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,ED-XRF,University of California-Berkeley,"Weisler, Marshall",,Spectrace 440,1992.0,,,,,
weisler1994ab_ga,weisler1994a_B,Ga,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,ED-XRF,University of California-Berkeley,"Weisler, Marshall",,Spectrace 440,1992.0,,,,,
weisler1994ab_rb,weisler1994a_B,Rb,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,ED-XRF,University of California-Berkeley,"Weisler, Marshall",,Spectrace 440,1992.0,,,,,
weisler1994ab_sr,weisler1994a_B,Sr,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,ED-XRF,University of California-Berkeley,"Weisler, Marshall",,Spectrace 440,1992.0,,,,,
weisler1994ab_y,weisler1994a_B,Y,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,ED-XRF,University of California-Berkeley,"Weisler, Marshall",,Spectrace 440,1992.0,,,,,
weisler1994ab_zr,weisler1994a_B,Zr,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,ED-XRF,University of California-Berkeley,"Weisler, Marshall",,Spectrace 440,1992.0,,,,,
weisler1994ab_nb,weisler1994a_B,Nb,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,ED-XRF,University of California-Berkeley,"Weisler, Marshall",,Spectrace 440,1992.0,,,,,
weisler1994ab_pb,weisler1994a_B,Pb,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,ED-XRF,University of California-Berkeley,"Weisler, Marshall",,Spectrace 440,1992.0,,,,,
weisler1995a_pb206pb204,weisler1995_A,Pb206_Pb204,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",ICP-MS,Australian National University,"Woodhead, Jon",,Finnigan  MAT 261 macc spectrometer,1995.0,Methods described in Woodhead et al. The Analyst 120 (1995),,,,
weisler1995a_pb207pb204,weisler1995_A,Pb207_Pb204,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",ICP-MS,Australian National University,"Woodhead, Jon",,Finnigan  MAT 261 macc spectrometer,1995.0,Methods described in Woodhead et al. The Analyst 120 (1995),,,,
weisler1995a_pb208pb204,weisler1995_A,Pb208_Pb204,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",ICP-MS,Australian National University,"Woodhead, Jon",,Finnigan  MAT 261 macc spectrometer,1995.0,Methods described in Woodhead et al. The Analyst 120 (1995),,,,
weisler1996a_sr,weisler1996_A,Sr,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,ED-XRF,University of California-Berkeley,"Weisler, Marshall",,Spectrace 440,1992.0,,,,,
weisler1996a_zr,weisler1996_A,Zr,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,ED-XRF,University of California-Berkeley,"Weisler, Marshall",,Spectrace 440,1992.0,,,,,
weisler1996a_nb,weisler1996_A,Nb,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,ED-XRF,University of California-Berkeley,"Weisler, Marshall",,Spectrace 440,1992.0,,,,,
weisler2016a_sio2,weisler2016_A,SiO2,Whole rock,Powder,Lithium metaborate fusion was used to digest 0.1 g of powdered basalt samples,,ICP–OES,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Perkin Elmer Optima 3300DV,,,,,,
weisler2016a_tio2,weisler2016_A,TiO2,Whole rock,Powder,Lithium metaborate fusion was used to digest 0.1 g of powdered basalt samples,,ICP–OES,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Perkin Elmer Optima 3300DV,,,,,,
weisler2016a_al2o3,weisler2016_A,Al2O3,Whole rock,Powder,Lithium metaborate fusion was used to digest 0.1 g of powdered basalt samples,,ICP–OES,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Perkin Elmer Optima 3300DV,,,,,,
weisler2016a_fe2o3,weisler2016_A,Fe2O3,Whole rock,Powder,Lithium metaborate fusion was used to digest 0.1 g of powdered basalt samples,,ICP–OES,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Perkin Elmer Optima 3300DV,,,,,,
weisler2016a_cao,weisler2016_A,CaO,Whole rock,Powder,Lithium metaborate fusion was used to digest 0.1 g of powdered basalt samples,,ICP–OES,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Perkin Elmer Optima 3300DV,,,,,,
weisler2016a_mgo,weisler2016_A,MgO,Whole rock,Powder,Lithium metaborate fusion was used to digest 0.1 g of powdered basalt samples,,ICP–OES,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Perkin Elmer Optima 3300DV,,,,,,
weisler2016a_mno,weisler2016_A,MnO,Whole rock,Powder,Lithium metaborate fusion was used to digest 0.1 g of powdered basalt samples,,ICP–OES,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Perkin Elmer Optima 3300DV,,,,,,
weisler2016a_k2o,weisler2016_A,K2O,Whole rock,Powder,Lithium metaborate fusion was used to digest 0.1 g of powdered basalt samples,,ICP–OES,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Perkin Elmer Optima 3300DV,,,,,,
weisler2016a_na2o,weisler2016_A,Na2O,Whole rock,Powder,Lithium metaborate fusion was used to digest 0.1 g of powdered basalt samples,,ICP–OES,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Perkin Elmer Optima 3300DV,,,,,,
weisler2016a_p2o5,weisler2016_A,P2O5,Whole rock,Powder,Lithium metaborate fusion was used to digest 0.1 g of powdered basalt samples,,ICP–OES,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Perkin Elmer Optima 3300DV,,,,,,
weisler2016b_li,weisler2016_B,Li,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_be,weisler2016_B,Be,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_mg,weisler2016_B,Mg,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_p,weisler2016_B,P,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_ca,weisler2016_B,Ca,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_sc,weisler2016_B,Sc,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_ti,weisler2016_B,Ti,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_v,weisler2016_B,V,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_cr,weisler2016_B,Cr,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_mn,weisler2016_B,Mn,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_fe,weisler2016_B,Fe,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_co,weisler2016_B,Co,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_ni,weisler2016_B,Ni,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_cu,weisler2016_B,Cu,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_zn,weisler2016_B,Zn,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_ga,weisler2016_B,Ga,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_rb,weisler2016_B,Rb,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_sr,weisler2016_B,Sr,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_y,weisler2016_B,Y,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_zr,weisler2016_B,Zr,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_nb,weisler2016_B,Nb,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_mo,weisler2016_B,Mo,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_cd,weisler2016_B,Cd,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_sn,weisler2016_B,Sn,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_sb,weisler2016_B,Sb,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_cs,weisler2016_B,Cs,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_ba,weisler2016_B,Ba,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_la,weisler2016_B,La,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_ce,weisler2016_B,Ce,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_pr,weisler2016_B,Pr,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_nd,weisler2016_B,Nd,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_sm,weisler2016_B,Sm,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_eu,weisler2016_B,Eu,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_gd,weisler2016_B,Gd,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_tb,weisler2016_B,Tb,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_dy,weisler2016_B,Dy,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_ho,weisler2016_B,Ho,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_er,weisler2016_B,Er,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_tm,weisler2016_B,Tm,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_yb,weisler2016_B,Yb,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_lu,weisler2016_B,Lu,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_hf,weisler2016_B,Hf,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_ta,weisler2016_B,Ta,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_w,weisler2016_B,W,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_tl,weisler2016_B,Tl,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_pb,weisler2016_B,Pb,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_th,weisler2016_B,Th,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016b_u,weisler2016_B,U,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF",ICP–MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Faith, Tyler",,Thermo X Series II,,,,,,
weisler2016c_nd143nd144,weisler2016_C,Nd143_Nd144,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF. Ion-exchange columns based on Deniel and Pin (2001) and Míková and Denková (2007)",MC–ICP–MS,University of Queensland,"Bolhar, Robert; St-Pierre, Emma",,Nu Plasma HR,,,,,,
weisler2016c_sr87sr86,weisler2016_C,Sr87_Sr86,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF. Ion-exchange columns based on Deniel and Pin (2001) and Míková and Denková (2007)",MC–ICP–MS,University of Queensland,"Bolhar, Robert; St-Pierre, Emma",,Nu Plasma HR,,,,,,
weisler2016c_pb206pb204,weisler2016_C,Pb206_Pb204,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF. Ion-exchange columns based on Deniel and Pin (2001) and Míková and Denková (2007)",MC–ICP–MS,University of Queensland,"Bolhar, Robert; St-Pierre, Emma",,Nu Plasma HR,,,,,,
weisler2016c_pb207pb204,weisler2016_C,Pb207_Pb204,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF. Ion-exchange columns based on Deniel and Pin (2001) and Míková and Denková (2007)",MC–ICP–MS,University of Queensland,"Bolhar, Robert; St-Pierre, Emma",,Nu Plasma HR,,,,,,
weisler2016c_pb208pb204,weisler2016_C,Pb208_Pb204,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF. Ion-exchange columns based on Deniel and Pin (2001) and Míková and Denková (2007)",MC–ICP–MS,University of Queensland,"Bolhar, Robert; St-Pierre, Emma",,Nu Plasma HR,,,,,,
weisler2016c_pb207pb206,weisler2016_C,Pb207_Pb206,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF. Ion-exchange columns based on Deniel and Pin (2001) and Míková and Denková (2007)",MC–ICP–MS,University of Queensland,"Bolhar, Robert; St-Pierre, Emma",,Nu Plasma HR,,,,,,
weisler2016c_pb208pb206,weisler2016_C,Pb208_Pb206,Whole rock,Core sample,Approximately 200 mg of chips were crushed,"Digested with HCl, HNO3 and HF. Ion-exchange columns based on Deniel and Pin (2001) and Míková and Denková (2007)",MC–ICP–MS,University of Queensland,"Bolhar, Robert; St-Pierre, Emma",,Nu Plasma HR,,,,,,
weisler2016aa_li,weisler2016a_A,Li,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,7.8,%,,
weisler2016aa_be,weisler2016a_A,Be,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,8.2,%,,
weisler2016aa_mg,weisler2016a_A,Mg,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_p,weisler2016a_A,P,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_ca,weisler2016a_A,Ca,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_sc,weisler2016a_A,Sc,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_ti,weisler2016a_A,Ti,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,3.4,%,,
weisler2016aa_v,weisler2016a_A,V,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_cr,weisler2016a_A,Cr,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_mn,weisler2016a_A,Mn,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_fe,weisler2016a_A,Fe,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_co,weisler2016a_A,Co,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_ni,weisler2016a_A,Ni,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_cu,weisler2016a_A,Cu,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_zn,weisler2016a_A,Zn,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_ga,weisler2016a_A,Ga,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_rb,weisler2016a_A,Rb,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_sr,weisler2016a_A,Sr,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
weisler2016aa_y,weisler2016a_A,Y,Whole rock,Core sample,Unweathered chips (1–5 g) were powdered using an agate pestle and mortar,Digested with HF and HNO3,ICP-MS,University of Queensland,"Bolhar, Robert; Feng, Yuexing; Zhao, Jian-xin",,Thermo Xseries quadrupole,,,<2,%,,
